Time (s),Speed (mph),Timestamp
0.02399301528930664,16.396770200000002,13:10:29.210
0.12954211235046387,4.250186,13:10:29.315
0.23223590850830078,2.4382646000000006,13:10:29.418
0.3378479480743408,2.7290668,13:10:29.524
0.4432401657104492,2.4382646000000006,13:10:29.629
0.5486729145050049,2.4382646000000006,13:10:29.734
0.6541290283203125,4.563357600000001,13:10:29.840
0.7595601081848145,3.0422384000000005,13:10:29.945
0.8650600910186768,3.0422384000000005,13:10:30.051
0.9664280414581299,2.4382646000000006,13:10:30.152
1.071876049041748,2.4382646000000006,13:10:30.258
1.1773529052734375,2.4382646000000006,13:10:30.363
1.281041145324707,3.0422384000000005,13:10:30.467
1.3863410949707031,2.4382646000000006,13:10:30.572
1.4906110763549805,3.9593838000000003,13:10:30.676
1.5960118770599365,6.979252800000001,13:10:30.782
1.7014598846435547,2.4382646000000006,13:10:30.887
1.8069040775299072,5.4581336,13:10:30.993
1.9304490089416504,2.7290668,13:10:31.116
2.041476011276245,9.708319600000001,13:10:31.227
2.1468470096588135,2.7290668,13:10:31.333
2.2522449493408203,5.1673314,13:10:31.438
2.357686996459961,2.4382646000000006,13:10:31.543
2.4590671062469482,3.6462122,13:10:31.645
2.562019109725952,5.1673314,13:10:31.748
2.6674869060516357,5.1673314,13:10:31.853
2.7729599475860596,2.4382646000000006,13:10:31.959
2.8784308433532715,2.4382646000000006,13:10:32.064
2.9838600158691406,6.688450600000001,13:10:32.170
3.084758996963501,3.3330406000000004,13:10:32.270
3.1902570724487305,5.1673314,13:10:32.376
3.296699047088623,3.0422384000000005,13:10:32.482
3.402107000350952,2.4382646000000006,13:10:32.588
3.507565975189209,3.0422384000000005,13:10:32.693
3.6131041049957275,7.583226600000001,13:10:32.799
3.718641996383667,2.4382646000000006,13:10:32.904
3.8241360187530518,3.3330406000000004,13:10:33.010
3.9296109676361084,11.855782,13:10:33.115
4.035104990005493,2.7290668,13:10:33.221
4.140621900558472,3.6462122,13:10:33.326
4.246078252792358,4.250186,13:10:33.432
4.349738836288452,2.7290668,13:10:33.535
4.455348014831543,3.9593838000000003,13:10:33.641
4.558104991912842,5.7713052000000005,13:10:33.744
4.66354513168335,6.084476800000001,13:10:33.849
4.76901388168335,2.4382646000000006,13:10:33.955
4.869545221328735,4.854159800000001,13:10:34.055
4.9749531745910645,15.188822600000002,13:10:34.161
5.080430030822754,13.980875000000001,13:10:34.266
5.185869932174683,2.4382646000000006,13:10:34.372
5.293377876281738,5.7713052000000005,13:10:34.479
5.398791074752808,4.250186,13:10:34.584
5.504302024841309,2.4382646000000006,13:10:34.690
5.6098549365997314,3.6462122,13:10:34.796
5.719859838485718,12.1465842,13:10:34.906
5.825470924377441,5.1673314,13:10:35.011
5.930974960327148,4.854159800000001,13:10:35.117
6.036463022232056,8.2095698,13:10:35.222
6.141952037811279,3.9593838000000003,13:10:35.328
6.247541904449463,3.0422384000000005,13:10:35.433
6.3529908657073975,2.4382646000000006,13:10:35.539
6.458436012268066,4.250186,13:10:35.644
6.560149908065796,2.4382646000000006,13:10:35.746
6.6619789600372314,3.3330406000000004,13:10:35.848
6.767672061920166,2.7290668,13:10:35.953
6.873212099075317,2.4382646000000006,13:10:36.059
6.977869033813477,3.3330406000000004,13:10:36.164
7.083362102508545,16.105968,13:10:36.269
7.1888439655303955,3.9593838000000003,13:10:36.375
7.304391145706177,14.271677200000001,13:10:36.490
7.409816026687622,3.9593838000000003,13:10:36.596
7.515321969985962,2.4382646000000006,13:10:36.701
7.620829105377197,3.3330406000000004,13:10:36.807
7.726398944854736,3.3330406000000004,13:10:36.912
7.831938982009888,2.4382646000000006,13:10:37.018
7.937482833862305,4.563357600000001,13:10:37.123
8.042952060699463,4.563357600000001,13:10:37.229
8.148452043533325,2.4382646000000006,13:10:37.334
