Time (s),Speed (km/h),Timestamp
0.45684194564819336,1.9215000000000002,14:11:52.130
0.5586926937103271,1.9927058823529413,14:11:52.232
0.6725509166717529,1.9260000000000002,14:11:52.346
0.7779507637023926,1.8663157894736844,14:11:52.451
0.8821680545806885,1.8126000000000002,14:11:52.555
0.987952709197998,1.7640000000000005,14:11:52.661
1.093400001525879,1.7198181818181824,14:11:52.766
1.1989068984985352,1.6794782608695658,14:11:52.872
1.3046038150787354,1.6425000000000007,14:11:52.978
1.4069340229034424,1.6718400000000007,14:11:53.080
1.5125627517700195,1.6380000000000008,14:11:53.186
1.6182267665863037,1.665333333333334,14:11:53.291
1.7238478660583496,1.6341428571428578,14:11:53.397
1.8294436931610107,1.605103448275863,14:11:53.503
1.9350078105926514,1.788000000000001,14:11:53.608
2.0405149459838867,1.8569032258064526,14:11:53.714
2.1461617946624756,1.823625000000001,14:11:53.819
2.2516369819641113,1.792363636363637,14:11:53.925
2.3572027683258057,1.786235294117648,14:11:54.030
2.470707893371582,1.7578285714285722,14:11:54.144
